transaction_id,account_id,amount,timestamp,counterparty,country,type
7a2f34cf-ffc,a899f2b9,15367.54,2026-05-19 19:56:25.484898,Johnson-Escobar,US,deposit
f7b19f7e-bed,34165897,6566.0,2026-04-27 16:43:25.484898,"Moreno, Salinas and Phelps",CN,transfer
e6953d41-314,43dfe2b4,1875.41,2026-04-30 18:52:25.484898,Gray Ltd,BR,deposit
87087ba8-2b9,96cdbdc5,23377.54,2026-05-12 14:27:25.484898,Henry Group,CN,deposit
4ec4a5f5-7da,ed147a78,5499.27,2026-05-19 08:38:25.484898,Fowler-Campbell,NG,transfer
03808937-a29,47b41a82,21296.6,2026-05-09 16:48:25.484898,Rodriguez Inc,US,deposit
94d72892-5b0,089aae7b,17440.98,2026-05-20 22:02:25.484898,Mays Group,GB,transfer
ecccbbc7-de6,cf1ca9fe,22475.1,2026-05-25 04:25:25.484898,Conley Ltd,US,transfer
cc6f7b84-b96,ccaa1e51,23904.51,2026-04-29 09:06:25.484898,Hart-Weber,RU,deposit
f1eea625-742,e0f4225f,16561.23,2026-05-15 20:21:25.484898,Gould LLC,RU,deposit
5a5ac138-b9b,482e77e2,868.51,2026-05-10 02:05:25.484898,"Cole, Wright and Pratt",CN,transfer
728c9710-496,e40a3327,8810.03,2026-05-06 03:34:25.484898,"Higgins, Meyers and Gray",US,transfer
6ef47d29-521,499e300f,938.62,2026-05-08 16:38:25.484898,Sims Group,US,deposit
6551d690-811,e84cbd2b,18486.42,2026-05-21 20:33:25.484898,Rogers-Valencia,BR,deposit
133a0b61-e62,f7ef2a2f,19907.81,2026-05-27 10:28:25.484898,Rowe Group,NG,deposit
d492585e-5d5,497e2d20,10645.59,2026-05-01 22:57:25.484898,"Cantu, Escobar and Mcfarland",NG,withdrawal
ad416fd6-4fd,58fe3c1d,18781.18,2026-05-01 05:35:25.484898,Patel-Hernandez,BR,transfer
e9133b6a-967,66c691ce,5025.88,2026-05-14 13:48:25.484898,Robbins-Kelly,GB,deposit
a612b7ab-15c,54dea928,188.36,2026-05-09 22:49:25.484898,Stephens and Sons,RU,withdrawal
54b3dc12-6cd,9b9f81f7,20848.22,2026-05-07 00:57:25.484898,Castaneda-Crawford,NG,deposit
42766b63-d25,1b33fe7b,19747.88,2026-04-30 12:23:25.484898,"Ward, Johnson and Gonzalez",RU,withdrawal
085d35b2-c18,66f274bb,24779.09,2026-05-06 23:02:25.484898,Campbell-Hurst,NG,withdrawal
f588dd84-ab8,6292c6dc,8817.79,2026-05-18 12:38:25.484898,Hodges-Washington,CN,deposit
364aa9bd-245,6b028fbe,21818.8,2026-05-06 23:05:25.484898,"Barrett, Zimmerman and Cook",US,withdrawal
fd69fcc6-5ca,0f0fac91,8024.81,2026-05-02 19:50:25.484898,White PLC,GB,withdrawal
4f71fcca-9aa,491ad0b7,12377.56,2026-05-17 04:59:25.484898,Matthews-Martinez,BR,withdrawal
a41fb124-1b6,1332a386,5081.28,2026-05-23 09:22:25.484898,Smith Group,NG,transfer
16c08dce-9f0,62089e14,4614.04,2026-05-04 23:18:25.484898,"Hall, Fritz and Reed",RU,deposit
b2eedbfa-c38,ea3c8bd1,14079.6,2026-05-22 21:48:25.484898,Walker-Johnson,CN,transfer
a6fb745d-391,bfe42fe1,11697.51,2026-04-28 11:34:25.484898,Curry-Bell,NG,deposit
456ce710-3dc,0766df5b,13351.88,2026-05-10 06:02:25.484898,Meza Group,CN,deposit
011094ab-fde,b2f4fe6b,2562.46,2026-05-17 04:01:25.484898,Scott LLC,US,deposit
388bf526-835,72aecb92,9422.02,2026-05-20 00:30:25.484898,Hall-Taylor,GB,deposit
149b365b-324,9549dfa9,6779.04,2026-05-12 11:22:25.484898,Vega-Obrien,BR,deposit
47ebd49f-7fc,33ec1d3b,7105.45,2026-05-10 15:48:25.484898,"Hammond, Oneill and Collins",RU,deposit
f4c1d395-5e9,1c6237bd,6549.6,2026-05-13 19:33:25.484898,Wallace-Sweeney,RU,transfer
2fcf24a2-fa1,dbaa88fe,10173.99,2026-05-03 22:36:25.484898,"Foster, Mann and Bell",CN,withdrawal
a6e2c659-d83,74e4518d,22091.47,2026-05-21 19:31:25.484898,"White, Sandoval and Lewis",US,transfer
c145fcd8-894,ecd641d7,11336.0,2026-05-07 13:41:25.484898,"Blanchard, Case and Goodwin",NG,deposit
4126ff85-73b,afb3ee19,18708.63,2026-05-07 14:45:25.484898,Myers Inc,US,withdrawal
0983d891-0cb,819cc6a2,19080.62,2026-05-03 15:06:25.484898,Lopez-Benton,GB,transfer
d0a79557-a8e,a0ee7f40,21888.21,2026-05-04 01:08:25.484898,Brown PLC,GB,withdrawal
cd8ba593-078,aec9de33,8754.16,2026-05-21 19:06:25.484898,Nicholson-Smith,US,withdrawal
47f00797-c33,fa855516,3658.97,2026-05-13 07:28:25.484898,"Henson, Mason and Wilson",CN,transfer
d47928a1-302,3c0e32fe,23993.64,2026-05-15 07:57:25.484898,"Mata, Mahoney and Ferguson",NG,withdrawal
740d7a9e-c59,e118b2b2,8339.21,2026-05-03 07:07:25.484898,Kim-Day,GB,deposit
d57e1c7d-dd6,f1f958e1,22498.86,2026-05-22 17:26:25.484898,Cox Group,US,transfer
f56ce6a4-29e,70e685b4,3537.42,2026-05-21 11:31:25.484898,"Padilla, Nichols and Hutchinson",RU,withdrawal
de43e1b2-6d4,54c06566,3003.17,2026-05-03 19:01:25.484898,"Stevens, Tapia and Valdez",RU,withdrawal
2732295a-5bd,a6f99d5e,12267.92,2026-05-24 12:05:25.484898,Taylor-Mcguire,GB,deposit
4a1cfb64-696,7de2d0b0,3354.84,2026-05-16 12:35:25.484898,Hill PLC,GB,deposit
638babd9-dc6,13840250,21014.46,2026-05-07 06:49:25.484898,Anderson Ltd,GB,withdrawal
eaff8045-99e,eff4b415,21561.68,2026-05-08 02:48:25.484898,Velez-Barr,US,transfer
b0af7576-97c,34e15e7c,12266.89,2026-05-17 21:51:25.484898,Wilkerson-Green,US,deposit
926614f5-552,aa666a2e,11753.27,2026-05-19 13:34:25.484898,Pearson Inc,GB,deposit
380d15a7-ed8,a4ade0b6,842.05,2026-05-20 05:40:25.484898,Andrews and Sons,CN,withdrawal
f1631596-086,11ec9504,23981.4,2026-05-11 01:03:25.484898,Vasquez-Hess,RU,transfer
d6363b1b-33e,5e02cb65,5563.94,2026-05-27 07:15:25.484898,"Martinez, Thomas and Sanders",GB,transfer
4200d287-521,6d06a8f6,13231.55,2026-05-06 04:31:25.484898,"Parrish, Mendez and Washington",BR,deposit
dfb07177-02c,6cc3945e,3167.39,2026-05-14 18:38:25.484898,Johnson Group,RU,transfer
1e4aae7c-874,23963e08,17857.34,2026-05-15 09:54:25.484898,"Nelson, Martin and Smith",CN,transfer
a33f1741-42d,424d4439,21444.18,2026-05-06 16:38:25.484898,"Lee, Farley and Salazar",GB,withdrawal
b7d8dcc9-ae0,c966eb29,3415.79,2026-05-15 20:30:25.484898,Nelson-Bell,US,deposit
df97fbf1-8e9,66e9275a,24976.14,2026-04-30 05:33:25.484898,Crawford PLC,US,deposit
76441d35-caa,2ad25402,6657.16,2026-05-17 08:10:25.484898,Spencer-Ramirez,CN,transfer
53c7f72c-e64,8e54910a,11106.06,2026-05-02 09:57:25.484898,Morton-White,NG,withdrawal
74bef8c7-99c,f8240de7,16028.28,2026-05-14 14:45:25.484898,"Bruce, Lawson and Patterson",GB,withdrawal
36bbf973-b27,5a06c458,20122.61,2026-05-01 13:22:25.484898,"Reynolds, Cline and Phelps",GB,withdrawal
d8a162b9-878,a89f90ab,24859.84,2026-05-15 02:34:25.484898,"White, Miller and Gray",NG,withdrawal
3a5deeb7-359,81a02d9b,532.89,2026-05-20 17:17:25.484898,Johnson Ltd,GB,withdrawal
cac187c0-758,b57bb4b6,9334.72,2026-04-30 11:24:25.484898,Russell-Davis,GB,withdrawal
82bf35be-bd8,5fcefde9,13089.68,2026-05-03 18:41:25.484898,"Jones, Thomas and Winters",NG,transfer
59f8e644-104,ecf0d4be,24638.2,2026-05-13 05:42:25.484898,"Frost, Gomez and Burton",US,deposit
dbc63358-62d,061cfe7c,16858.42,2026-05-15 03:37:25.484898,"Stout, Nelson and Rogers",GB,deposit
0355e3f5-ec0,4a472039,17306.72,2026-05-16 04:25:25.484898,"Walters, Bradshaw and Smith",CN,transfer
c4863c9f-8cc,e28fb76f,11067.6,2026-05-21 21:52:25.484898,"Becker, Francis and Howard",NG,deposit
201ae424-c4f,61de8893,18522.57,2026-05-16 14:09:25.484898,Reynolds-Lopez,US,transfer
4740dc64-3a8,924c3f62,18690.76,2026-05-01 16:07:25.484898,"Sanchez, Ryan and Santiago",RU,deposit
00555cdd-0d0,94051673,16037.86,2026-05-11 01:44:25.484898,"Morrison, White and Martin",US,transfer
7e0bae38-5a5,620f7845,15080.81,2026-05-22 17:04:25.484898,Chaney Inc,CN,transfer
d469b228-0a3,ade12c73,12997.23,2026-05-01 17:05:25.484898,Callahan Inc,NG,deposit
195690a0-f54,79c942af,17216.23,2026-04-29 20:06:25.484898,Howard-Mccarthy,US,withdrawal
9d9f9a59-eb9,5aea946b,7949.5,2026-05-03 14:08:25.484898,Nelson-Mccoy,NG,deposit
e4cd6a43-f9a,9fd523b3,12046.32,2026-05-11 09:51:25.484898,Thomas-Rodriguez,GB,withdrawal
15c49d2e-4f9,6f5e8696,24288.2,2026-05-02 16:53:25.484898,"Bailey, Wyatt and Taylor",US,deposit
ee024207-4f7,241ea3de,12722.21,2026-05-14 12:51:25.484898,Bright Ltd,CN,deposit
52c450cd-81d,8e36c596,15037.08,2026-05-09 08:01:25.484898,Miller-Whitaker,NG,deposit
797828f4-9a4,7445b1e0,23175.38,2026-04-29 07:13:25.484898,"Shah, Smith and Howard",CN,withdrawal
8b98b49e-bf1,1f239f71,9479.09,2026-05-24 05:19:25.484898,"Mills, Berry and Johns",GB,transfer
00716294-547,e81c206a,18953.06,2026-05-07 14:38:25.484898,"Young, Flores and Hansen",CN,withdrawal
ef8fd016-94d,87a968b1,22119.67,2026-05-11 17:33:25.484898,Norton and Sons,RU,withdrawal
39106ef7-b1e,df7637e5,12116.69,2026-04-30 01:02:25.484898,Odom-Chen,CN,transfer
1ff60ee0-fb3,ba31ef52,5172.31,2026-04-30 20:43:25.484898,Camacho Group,GB,transfer
342fa14c-d2a,e239078c,18905.67,2026-05-14 10:43:25.484898,Williams-House,RU,transfer
03bb2010-997,4c7a7159,9103.35,2026-05-10 19:53:25.484898,"Cantu, Le and Vaughn",GB,deposit
fe5a2ce2-934,83550a17,8856.89,2026-05-06 16:25:25.484898,Thompson PLC,NG,withdrawal
07239cbe-ca1,41e4296e,6199.53,2026-05-24 19:05:25.484898,"Garner, Stuart and Reyes",CN,deposit
cb633d4b-813,518b865d,5621.59,2026-05-08 05:17:25.484898,James-Curry,NG,deposit
40c02197-291,3ae5938e,10729.43,2026-05-03 13:06:25.484898,Costa Ltd,GB,withdrawal
7ada3b36-ce4,0ca1ba10,3677.16,2026-04-28 16:16:25.484898,"Hinton, Duncan and Fernandez",BR,withdrawal
4c16a76d-c0b,2f768a76,23127.01,2026-05-15 17:49:25.484898,"Morales, Jones and Hernandez",RU,deposit
d2e8826c-939,f4960edf,4943.94,2026-05-13 13:49:25.484898,Thompson Ltd,BR,deposit
e2e09304-a54,731601b0,2327.64,2026-05-20 04:48:25.484898,Howell and Sons,BR,transfer
b4346c3b-10e,eccab612,13013.08,2026-05-13 10:50:25.484898,"Oconnell, Lee and Burton",CN,deposit
eb428210-8f7,a002fd6b,17133.76,2026-05-12 06:35:25.484898,Greene Ltd,CN,transfer
939586d8-658,11b68369,9741.34,2026-05-22 18:14:25.484898,Williams-Diaz,GB,withdrawal
7a16d0dc-f42,cea07ab5,2345.56,2026-04-30 18:30:25.484898,"Christian, Mendoza and Collins",NG,deposit
32164938-03d,0208062e,20341.84,2026-05-14 16:13:25.484898,Hernandez and Sons,BR,deposit
b06cd379-dd8,79667e69,8821.5,2026-05-10 06:42:25.484898,Jones PLC,CN,deposit
370c2a08-37e,536c6b76,3903.85,2026-05-08 04:41:25.484898,Mills Inc,BR,deposit
4ecdc651-b9d,8d10e0e2,21988.36,2026-05-06 23:11:25.484898,Diaz and Sons,GB,deposit
71d93d9f-31d,24ed5473,7803.85,2026-05-23 00:39:25.484898,Gordon Group,CN,transfer
e2b3b9dc-5d8,4c0590a2,24566.84,2026-05-03 13:35:25.484898,Fields Group,CN,deposit
15d49457-896,170b345c,1040.01,2026-05-01 05:41:25.484898,Richardson Group,BR,withdrawal
6e2c1cbc-e1e,e3cfc3d1,6726.81,2026-05-03 05:25:25.484898,Abbott-Clark,RU,withdrawal
47d4e489-a91,205ec814,6505.92,2026-05-12 22:04:25.484898,Garcia Group,BR,transfer
fa0077e3-cb9,e03bb0b8,22682.0,2026-05-19 04:48:25.484898,Roman Group,US,transfer
b960ca24-705,b48bc8e6,10861.01,2026-05-08 12:42:25.484898,Nguyen PLC,NG,deposit
d849ff03-454,e236e55b,11959.11,2026-05-17 10:06:25.484898,Morgan-Scott,US,withdrawal
b41e559b-b55,41c8b3cf,19449.99,2026-05-23 01:53:25.484898,Johnson PLC,CN,deposit
338c2434-81c,9551d2f0,5936.25,2026-05-05 07:40:25.484898,Turner-Patterson,BR,deposit
215d9bc1-91d,ee640ca0,7917.09,2026-04-30 13:35:25.484898,Rios LLC,GB,deposit
08be8324-273,ed160092,21852.88,2026-05-24 05:13:25.484898,"Harris, Roberts and Williams",RU,withdrawal
f9ac5cb1-23e,e267ca23,11448.68,2026-05-06 08:03:25.484898,Henderson LLC,NG,withdrawal
d327e828-39b,a4abbfd6,7462.98,2026-04-30 05:52:25.484898,"Sosa, Bates and Ingram",GB,withdrawal
5d06c45a-0b4,33365f70,23404.16,2026-04-30 02:06:25.484898,"Moyer, Collier and Dougherty",BR,withdrawal
bd34a93c-b74,d0c52235,951.44,2026-05-27 01:40:25.484898,Phillips-Wagner,GB,withdrawal
0b535191-637,11acf5f2,13523.25,2026-05-19 10:56:25.484898,"Rocha, Salazar and Adams",GB,withdrawal
79b6fe99-5d1,aabf8b27,5375.56,2026-05-17 12:23:25.484898,Alexander-Lawson,GB,deposit
7e205121-7bf,9151296a,19585.7,2026-05-25 19:31:25.484898,Ford Inc,RU,transfer
2c0dc354-74c,c02e54cc,8772.02,2026-05-09 23:27:25.484898,"Johnson, Randall and Gonzalez",CN,deposit
0b6215ee-f6e,3a3cd112,16835.54,2026-05-11 12:24:25.484898,"Bell, Thompson and Ward",NG,withdrawal
ad560c4d-473,50cc3d2a,20126.65,2026-05-23 11:28:25.484898,Roberts-Miller,BR,withdrawal
b19834c3-b09,cb98e71b,7502.82,2026-05-22 08:22:25.484898,Jackson-Tran,CN,deposit
2a931897-999,4de4447c,3280.74,2026-05-13 02:49:25.484898,Carter PLC,GB,transfer
ae34798e-be7,90154b2f,3195.44,2026-05-04 11:53:25.484898,Hodges-Frank,NG,transfer
28d13f39-322,30e999f3,3414.43,2026-05-10 06:24:25.484898,Green PLC,US,deposit
d46b0de5-48a,e0fd72fc,18518.1,2026-05-23 23:45:25.484898,Hodges Inc,NG,withdrawal
274a555d-2b9,2e48ffb9,3812.68,2026-05-19 22:07:25.484898,"Patterson, Perkins and Lozano",RU,transfer
1607659f-260,4c49fb0b,7325.25,2026-05-09 15:55:25.484898,Bray LLC,RU,deposit
eccb3e11-2f7,f1ad5e05,13205.72,2026-05-16 16:12:25.484898,Howard-Williams,BR,deposit
1a8d37ac-559,dd08801e,911.43,2026-05-03 22:57:25.484898,Williams Inc,CN,deposit
56f7bf06-3db,9f060db2,17531.84,2026-05-14 13:39:25.484898,Sullivan-Sims,GB,withdrawal
2233a8f4-654,27e31ef4,20947.39,2026-05-14 11:41:25.484898,Taylor LLC,BR,deposit
ac9fa3a0-e13,8a3cdc25,21203.02,2026-05-15 22:51:25.484898,Lyons-Cox,RU,transfer
ef509989-5b3,6a5a6088,20019.33,2026-05-20 04:05:25.484898,"James, White and Bell",US,transfer
3b325180-c05,cbf04b1f,19963.98,2026-05-25 05:03:25.484898,Sheppard LLC,CN,withdrawal
617bdaa7-5d6,95ee96e4,9519.17,2026-05-25 12:49:25.484898,Burns and Sons,CN,withdrawal
0ff58d87-586,343317ff,5196.99,2026-05-14 13:15:25.484898,Williams and Sons,GB,deposit
aba022fa-b07,f3872e19,10432.16,2026-05-20 00:58:25.484898,Thompson Group,CN,withdrawal
8217ef8c-a70,ed7d2c39,20387.31,2026-04-30 09:12:25.484898,Escobar-Hicks,BR,withdrawal
f3554721-76b,2d7ee58e,18000.54,2026-05-26 23:16:25.484898,Blevins Inc,NG,deposit
48009297-8f1,9d4b811f,24911.36,2026-04-28 13:48:25.484898,Olson-Chapman,RU,withdrawal
c380fc3c-f1a,72cd86ae,5062.25,2026-05-22 16:34:25.484898,Walter-Mullins,NG,withdrawal
adc39c0e-eec,ae688e14,18848.49,2026-05-17 08:27:25.484898,"Robinson, Clark and Evans",CN,deposit
f9270e6d-744,543df32e,7466.0,2026-05-10 15:53:25.484898,Lopez Ltd,US,transfer
92f8c6d8-b1f,4e1f06a5,9183.11,2026-05-18 21:34:25.484898,Williams PLC,GB,withdrawal
f739d5c0-ece,c32d7dee,17845.55,2026-05-02 09:24:25.484898,"Miller, Wall and George",NG,deposit
4b77dc7d-b3a,db273d9c,20583.11,2026-05-20 08:45:25.484898,Miranda-Burns,RU,deposit
706967b7-b3d,c6c046bb,11287.63,2026-05-17 09:56:25.484898,"Moore, White and Ramirez",GB,withdrawal
55682e63-cb9,641bd8d7,12007.85,2026-05-07 05:41:25.484898,Gonzalez-Harvey,BR,transfer
13d7999f-bd5,1f172a2d,17036.37,2026-05-12 22:46:25.484898,"Edwards, Hancock and Mcconnell",GB,withdrawal
ab87aed5-729,82e4730b,21221.38,2026-05-02 13:01:25.484898,"Burnett, Holmes and Frank",BR,deposit
1b88c3de-71d,6953ed46,5242.17,2026-05-19 06:50:25.484898,"Tucker, Miller and Coleman",RU,deposit
0f713a7f-c35,8b479c21,11144.95,2026-04-28 01:39:25.484898,Randolph-Underwood,BR,withdrawal
e0b565e9-b21,f40a0aa6,4191.45,2026-05-23 04:14:25.484898,"Hicks, Ball and Martinez",RU,withdrawal
2dfc8483-5a2,cdd74800,3283.0,2026-05-09 13:57:25.484898,Bernard-Dunlap,CN,deposit
a910cc31-74f,0d3c6c32,9150.0,2026-05-04 03:21:25.484898,Jenkins-Fox,NG,withdrawal
f51af474-738,90927de2,12671.97,2026-05-13 09:25:25.484898,Austin-Herrera,RU,deposit
1360a563-f1a,5c7b5049,18789.07,2026-05-07 08:31:25.484898,Jones Group,CN,transfer
39c562cc-7aa,45b11466,7105.26,2026-05-11 17:59:25.484898,"Middleton, Landry and Chavez",BR,transfer
16d84d03-541,4f34acad,7848.77,2026-05-15 04:59:25.484898,"Daniel, Long and Goodman",CN,withdrawal
d3d0df7e-c82,aa774562,2751.23,2026-05-02 21:37:25.484898,Gamble-Smith,BR,deposit
69e80162-422,834809e7,11335.44,2026-05-03 01:06:25.484898,Cochran-Kline,CN,deposit
40fc54ec-733,54f4f192,4907.1,2026-04-29 06:36:25.484898,"Floyd, Garrison and Marquez",GB,deposit
7c56ea05-8d7,9a22f274,12187.78,2026-05-03 04:19:25.484898,Garcia Ltd,CN,deposit
82b28eaf-e14,c9bbbbe1,1722.58,2026-05-06 16:50:25.484898,Valenzuela PLC,NG,transfer
23a0b0ed-bfa,c800a84e,9677.89,2026-05-15 09:57:25.484898,Jackson LLC,RU,transfer
712b9d6b-d44,88fd3275,24493.21,2026-05-13 05:35:25.484898,"Johnson, Mclaughlin and Ray",CN,deposit
8abef1ef-646,ba919d9e,9015.69,2026-05-14 15:24:25.484898,Larson-Steele,RU,withdrawal
1a3ec376-164,dc8f7e5a,477.35,2026-05-18 15:53:25.484898,Sawyer Inc,US,transfer
bf145c44-a83,314745a4,19254.97,2026-05-26 22:22:25.484898,Smith-Wilson,US,withdrawal
e922f5f5-856,9b2d34f7,4698.24,2026-04-28 15:37:25.484898,Potts-Warren,RU,deposit
54a0e4bf-6e5,82521e99,13889.08,2026-05-15 21:32:25.484898,Williamson-Torres,US,deposit
7b913310-6f8,68f6c0de,13156.15,2026-05-02 00:59:25.484898,Cline and Sons,CN,withdrawal
b9817728-333,8e82c1d9,3799.13,2026-04-27 20:11:25.484898,Nash-Guerra,NG,transfer
cc59ac51-100,e1233e68,6407.34,2026-05-04 14:32:25.484898,"Barajas, Valdez and Bridges",US,deposit
74116223-d74,9f6ef45c,16744.35,2026-05-05 20:35:25.484898,Anderson and Sons,NG,deposit
65613d2f-3b7,ff9d4a25,11842.85,2026-05-05 18:57:25.484898,Osborn and Sons,BR,withdrawal
f2333ecf-51e,00913f4b,20976.03,2026-04-28 17:29:25.484898,Alexander-Sanders,GB,deposit
275bf337-f45,ebebdbd7,17899.75,2026-05-25 13:10:25.484898,May-Cruz,BR,transfer
f5de5d1b-4ab,23f409da,24780.05,2026-05-06 07:46:25.484898,"Campbell, Smith and Chapman",GB,withdrawal
f9afd291-f10,6eae16f9,11696.17,2026-05-20 01:06:25.484898,Jones PLC,US,withdrawal
1c306c07-7b6,5892ac25,124.62,2026-04-29 12:53:25.484898,"Ramos, Conner and Taylor",NG,withdrawal
1418f1cd-020,b092931d,18975.91,2026-05-14 09:37:25.484898,Stone Ltd,US,transfer
f74aa6a5-508,5a6eda94,19664.47,2026-05-27 00:05:25.484898,"Chavez, Scott and Simpson",BR,withdrawal
d2eacbbd-7ba,d13a86fc,21524.31,2026-04-28 22:16:25.484898,"Nichols, Smith and Harper",US,transfer
586f4dca-f2a,3340df53,8040.22,2026-05-25 20:42:25.484898,Lewis and Sons,BR,transfer
4a07a9bb-54d,0114cbc0,11023.28,2026-05-11 04:52:25.484898,Anderson Ltd,GB,deposit
f6b9a165-c4d,634839a9,9775.34,2026-05-01 08:03:25.484898,Smith LLC,CN,transfer
e68196fe-bc8,0a2ee18e,20100.83,2026-05-07 01:38:25.484898,Riley-Sanders,NG,withdrawal
b167c5c9-196,97e25f1c,16079.27,2026-04-30 19:27:25.484898,Jones-Vazquez,US,withdrawal
3eab3305-8f9,393ed52d,14073.66,2026-05-09 08:37:25.484898,"Faulkner, Carter and Villegas",US,withdrawal
d102fd72-990,ec8d271a,20807.87,2026-05-10 09:35:25.484898,Delgado-Thomas,US,withdrawal
9feaa708-091,87793b44,23463.05,2026-05-10 00:52:25.484898,Trevino-Mcconnell,RU,transfer
b6ee4940-48f,efdcc173,9683.91,2026-04-28 18:13:25.484898,"Jackson, Moran and Hatfield",BR,deposit
dce7e6c0-819,ee73601c,9412.73,2026-05-10 09:56:25.484898,Valdez and Sons,US,withdrawal
7fda01d9-9ea,7b3b22a6,6923.33,2026-05-19 16:40:25.484898,Lindsey Group,US,transfer
b2e7a270-f8f,153a382e,2753.22,2026-05-18 22:49:25.484898,"Romero, Guerrero and Miller",BR,transfer
9ea3712e-cfb,cd789752,15950.15,2026-05-07 05:53:25.484898,"Morgan, Chan and Walters",NG,transfer
6130947c-596,3d0d4022,4662.61,2026-05-13 08:06:25.484898,Lynch-Turner,CN,transfer
83ea84bb-919,485bcb50,581.73,2026-05-04 19:37:25.484898,"Rojas, Hamilton and Bailey",GB,deposit
c0cab4ed-431,91e5f364,8981.35,2026-05-04 03:57:25.484898,Vasquez Ltd,GB,transfer
02824b81-7d0,5762ffa9,5581.97,2026-05-16 23:10:25.484898,Atkinson-Willis,CN,deposit
327f5ad0-031,3f757d68,1613.14,2026-05-12 04:55:25.484898,Porter-Garcia,NG,withdrawal
327fe531-31c,a5c69af1,20809.63,2026-05-26 04:27:25.484898,Rogers-Ross,NG,deposit
933a782c-e7c,5dfae015,23853.41,2026-05-21 21:35:25.484898,Ochoa Ltd,CN,deposit
5675df82-7e7,dc83cf04,16438.69,2026-05-12 20:13:25.484898,"Perez, Saunders and Bright",GB,withdrawal
3639a997-154,61a390c7,6916.61,2026-05-02 12:23:25.484898,"Mullins, Combs and Torres",RU,transfer
087d427c-8de,7375fce6,5528.8,2026-05-21 02:34:25.484898,"Jordan, Mitchell and Rodriguez",US,withdrawal
2ea79a0f-2da,30a52493,22434.95,2026-05-24 22:19:25.484898,"Clark, Holmes and Vasquez",GB,transfer
6d28bdc2-63c,fcaa4950,18230.03,2026-05-19 13:18:25.484898,Morgan-Cook,GB,deposit
12a301df-b39,ed4e798c,19905.8,2026-05-05 09:05:25.484898,"Hodge, Lewis and English",GB,withdrawal
a1be9445-526,57ffd57f,13441.21,2026-05-16 09:19:25.484898,Rivera-Ponce,GB,withdrawal
9ccbb101-bc2,067a23ed,18833.34,2026-05-08 16:52:25.484898,"Taylor, Kennedy and Lane",RU,withdrawal
08e354a4-908,26d11ec9,5055.17,2026-05-26 20:13:25.484898,"Thomas, Williams and Blair",US,transfer
8e11c62e-d95,996cdeda,16557.84,2026-05-11 02:43:25.484898,Santos-Leonard,US,deposit
aa45a14b-961,8ae47913,8359.69,2026-05-04 17:31:25.484898,"Davis, Armstrong and Sanchez",GB,withdrawal
c0f1e937-c9e,285ad858,1639.48,2026-04-30 03:50:25.484898,"Davis, Robinson and Powers",BR,transfer
197416e4-c24,fae75bab,14970.2,2026-05-10 05:29:25.484898,Johnson-Ramos,GB,transfer
cbd6cfdc-01c,81a14245,15959.63,2026-05-12 16:29:25.484898,Campbell LLC,GB,deposit
66e84c31-663,30450aab,10001.19,2026-05-05 18:32:25.484898,"Nguyen, Baird and Valdez",RU,deposit
72550422-c1e,143a09ab,10291.6,2026-05-02 18:24:25.484898,Martinez-Montoya,US,deposit
00bebf5c-d56,e629605b,2392.68,2026-05-09 17:07:25.484898,Larsen Inc,US,deposit
88f432ac-ecc,a0aaddb1,21632.76,2026-05-22 14:21:25.484898,Fuller PLC,BR,deposit
0b23ecea-e4b,b6858f8e,22874.08,2026-04-29 18:22:25.484898,"Sellers, Walker and Mack",NG,deposit
5178a81b-f88,c1b92188,11817.34,2026-05-20 21:04:25.484898,"Davis, Stewart and Krueger",RU,withdrawal
e01383a8-ff7,536a0335,21297.84,2026-05-26 01:53:25.484898,Kelley Ltd,NG,deposit
239a4437-695,719fbe4b,21147.95,2026-05-18 18:31:25.484898,"Mercado, Wood and Oconnor",NG,withdrawal
61f4f532-2cc,4ff59331,13039.55,2026-05-06 14:58:25.484898,"Martin, Merritt and Yates",GB,deposit
ccadd94a-4c8,ff735fc3,20969.93,2026-05-12 05:26:25.484898,Diaz-Newman,US,transfer
baa0c8ac-99e,55691781,1950.39,2026-05-11 00:50:25.484898,"Sanchez, Odonnell and Andrews",CN,transfer
35f3152c-fa5,97b61ed3,4677.65,2026-04-30 08:56:25.484898,Lewis-Cordova,US,deposit
881d0c17-1d6,3f77a328,5025.71,2026-05-13 02:30:25.484898,Robinson Group,US,withdrawal
dbb90e32-471,f459fa74,18851.27,2026-05-17 22:41:25.484898,"Clark, Vaughn and Flynn",NG,withdrawal
a1c57aa3-40d,9f7d090f,14545.62,2026-05-09 17:22:25.484898,Holmes Ltd,NG,withdrawal
4d196f4d-435,2a79110d,13887.91,2026-05-06 16:18:25.484898,Moreno-Johnson,CN,transfer
537e764a-400,41ccbf5e,4477.42,2026-04-29 09:55:25.484898,"Schneider, Lane and Osborne",NG,deposit
d160176b-e97,208dda49,15056.92,2026-05-01 08:06:25.484898,Roman-Williams,BR,deposit
44f2076e-0f6,25dde4c1,16236.79,2026-05-13 09:28:25.484898,"Velasquez, Rivera and Avery",GB,transfer
4e8477ba-9ce,e97fd826,12036.77,2026-05-09 23:58:25.484898,"Morton, Knight and Sanchez",RU,deposit
c7d17533-a7c,0fa6e633,20135.41,2026-05-14 06:40:25.484898,"Mitchell, Powell and Moyer",BR,withdrawal
